hospital_id,name,type,ownership,emergency_services,rating,location_id,address,city,state,zip_code
390117,UPMC BEDFORD MEMORIAL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Not Available,3980,10455 LINCOLN HIGHWAY,EVERETT,PA,15537
390123,POTTSTOWN HOSPITAL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,3981,1600 EAST HIGH STREET,POTTSTOWN,PA,19464
390125,WAYNE MEMORIAL HOSPITAL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,3982,601 PARK STREET,HONESDALE,PA,18431
390127,PHOENIXVILLE HOSPITAL,Acute Care Hospitals,Proprietary,Yes,3,3983,140 NUTT ROAD,PHOENIXVILLE,PA,19460
39012F,VA PITTSBURGH HEALTHCARE SYSTEM - UNIV DR,Acute Care - Veterans Administration,Veterans Health Administration,Yes,1,3984,UNIVERSITY DRIVE,PITTSBURGH,PA,15240
390133,LEHIGH VALLEY HOSPITAL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,3985,1200 SOUTH CEDAR CREST BOULEVARD,ALLENTOWN,PA,18103
390137,WILKES-BARRE GENERAL HOSPITAL,Acute Care Hospitals,Proprietary,Yes,1,3986,575 NORTH RIVER STREET,WILKES-BARRE,PA,18764
390138,WELLSPAN WAYNESBORO HOSPITAL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,3987,501 EAST MAIN ST,WAYNESBORO,PA,17268
390139,BRYN MAWR HOSPITAL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,3988,130 SOUTH BRYN MAWR AVE,BRYN MAWR,PA,19010
39013F,WILKES BARRE VA MEDICAL CENTER,Acute Care - Veterans Administration,Veterans Health Administration,Yes,4,3989,1111 EAST END BOULEVARD,WILKES-BARRE,PA,18711
390142,ALBERT EINSTEIN MEDICAL CENTER,Acute Care Hospitals,Voluntary non-profit - Other,Yes,3,3990,5501 OLD YORK ROAD,PHILADELPHIA,PA,19141
390145,EXCELA HEALTH WESTMORELAND REGIONAL HOSPITAL,Acute Care Hospitals,Voluntary non-profit - Other,Yes,3,3991,532 WEST PITTSBURGH STREET,GREENSBURG,PA,15601
390146,WARREN GENERAL HOSPITAL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,3992,TWO CRESCENT PARK WEST,WARREN,PA,16365
390147,PENN HIGHLANDS MON VALLEY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,3993,1163 COUNTRY CLUB ROAD,MONONGAHELA,PA,15063
390150,UPMC GREENE,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Not Available,3994,350 BONAR AVENUE,WAYNESBURG,PA,15370
390151,WELLSPAN CHAMBERSBURG HOSPITAL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,3995,112 NORTH SEVENTH STREET,CHAMBERSBURG,PA,17201
390153,PAOLI HOSPITAL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,3996,255 WEST LANCASTER AVENUE,PAOLI,PA,19301
390156,MERCY CATHOLIC MEDICAL CENTER- MERCY FITZGERALD,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,3997,1500 LANSDOWNE  AVE,DARBY,PA,19023
390160,CANONSBURG GENERAL HOSPITAL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,3998,100 MEDICAL BOULEVARD,CANONSBURG,PA,15317
390162,ST LUKE'S HOSPITAL - EASTON CAMPUS,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,3999,250 SOUTH 21ST STREET,EASTON,PA,18042
390163,ACMH HOSPITAL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,4000,ONE NOLTE DRIVE,KITTANNING,PA,16201
390164,UPMC PRESBYTERIAN SHADYSIDE,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,4001,200 LOTHROP STREET,PITTSBURGH,PA,15213
390168,INDEPENDENCE HEALTH SYSTEM BUTLER MEMORIAL HOSPITA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,4002,ONE HOSPITAL WAY,BUTLER,PA,16001
390173,INDIANA REGIONAL MEDICAL CENTER,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,4003,835 HOSPITAL ROAD,INDIANA,PA,15701
390174,THOMAS JEFFERSON UNIVERSITY HOSPITAL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,4004,111 SOUTH 11TH STREET,PHILADELPHIA,PA,19107
390178,UPMC HORIZON,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,4005,110 NORTH MAIN STREET,GREENVILLE,PA,16125
390179,CHESTER COUNTY HOSPITAL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,4006,701 EAST MARSHALL STREET,WEST CHESTER,PA,19380
390180,CROZER CHESTER MEDICAL CENTER,Acute Care Hospitals,Voluntary non-profit - Other,Yes,2,4007,ONE MEDICAL CENTER BOULEVARD,UPLAND,PA,19013
390183,ST LUKE'S MINERS MEMORIAL HOSPITAL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,4008,360 W RUDDLE STREET,COALDALE,PA,18218
390184,PENN HIGHLANDS CONNELLSVILLE,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Not Available,4009,401 EAST MURPHY AVENUE,CONNELLSVILLE,PA,15425
390185,LEHIGH VALLEY HOSPITAL - HAZLETON,Acute Care Hospitals,Voluntary non-profit - Other,Yes,3,4010,700 EAST BROAD STREET,HAZLETON,PA,18201
390195,MAIN LINE HOSPITAL LANKENAU,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,4011,100 LANCASTER AVE,WYNNEWOOD,PA,19096
390198,MILLCREEK COMMUNITY HOSPITAL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,4012,5515 PEACH STREET,ERIE,PA,16509
390199,PUNXSUTAWNEY AREA HOSPITAL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Not Available,4013,81 HILLCREST DRIVE,PUNXSUTAWNEY,PA,15767
390201,LEHIGH VALLEY HOSPITAL - POCONO,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,4014,206 EAST BROWN STREET,EAST STROUDSBURG,PA,18301
390203,DOYLESTOWN HOSPITAL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,4015,595 WEST STATE ST,DOYLESTOWN,PA,18901
390204,NAZARETH HOSPITAL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,4016,2601 HOLME AVE,PHILADELPHIA,PA,19152
390211,SHARON REGIONAL HEALTH SYSTEM,Acute Care Hospitals,Proprietary,Yes,2,4017,740 EAST STATE STREET,SHARON,PA,16146
390217,EXCELA HEALTH - FRICK HOSPITAL,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Not Available,4018,508 SOUTH CHURCH STREET,MOUNT PLEASANT,PA,15666
390219,EXCELA HEALTH LATROBE HOSPITAL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,4019,ONE MELLON WAY,LATROBE,PA,15650
390222,RIDDLE MEMORIAL HOSPITAL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,4020,1068 WEST BALTIMORE PIKE,MEDIA,PA,19063
390223,PENN PRESBYTERIAN MEDICAL CENTER,Acute Care Hospitals,Voluntary non-profit - Other,Yes,5,4021,51 NORTH 39TH STREET,PHILADELPHIA,PA,19104
390225,WELLSPAN EPHRATA COMMUNITY HOSPITAL,Acute Care Hospitals,Voluntary non-profit - Other,Yes,5,4022,169 MARTIN AVENUE,EPHRATA,PA,17522
390226,PENNSYLVANIA HOSPITAL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,4023,800 SPRUCE STREET,PHILADELPHIA,PA,19107
390228,ST CLAIR HOSPITAL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,4024,1000 BOWER HILL ROAD,PITTSBURGH,PA,15243
390231,JEFFERSON ABINGTON HOSPITAL,Acute Care Hospitals,Proprietary,Yes,2,4025,1200 OLD YORK ROAD,ABINGTON,PA,19001
390233,UPMC HANOVER,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,4026,300 HIGHLAND AVE,HANOVER,PA,17331
390237,REGIONAL HOSPITAL OF SCRANTON,Acute Care Hospitals,Proprietary,Yes,2,4027,746 JEFFERSON AVENUE,SCRANTON,PA,18501
390256,MILTON S HERSHEY MEDICAL CENTER,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,4028,500 UNIVERSITY DRIVE,HERSHEY,PA,17033
390258,ST MARY MEDICAL CENTER,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,4029,LANGHORNE-NEWTOWN RD,LANGHORNE,PA,19047
390265,JEFFERSON HOSPITAL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,4030,565 COAL VALLEY ROAD,JEFFERSON HILLS,PA,15025
390266,GROVE CITY MEDICAL CENTER,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,4031,631 NORTH BROAD STREET EXT.,GROVE CITY,PA,16127
390267,FORBES HOSPITAL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,4032,2570 HAYMAKER ROAD,MONROEVILLE,PA,15146
390268,MOUNT NITTANY MEDICAL CENTER,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,4033,1800 EAST PARK AVE,STATE COLLEGE,PA,16803
390270,GEISINGER WYOMING VALLEY MEDICAL CENTER,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,4034,1000 EAST MOUNTAIN BOULEVARD,WILKES BARRE,PA,18711
390272,VALLEY FORGE MEDICAL CENTER,Acute Care Hospitals,Proprietary,No,Not Available,4035,1033 WEST GERMANTOWN PIKE,NORRISTOWN,PA,19403
390278,EAGLEVILLE HOSPITAL,Acute Care Hospitals,Voluntary non-profit - Private,No,Not Available,4036,100 EAGLEVILLE RD,EAGLEVILLE,PA,19403
390304,ROXBOROUGH MEMORIAL HOSPITAL,Acute Care Hospitals,Proprietary,Yes,4,4037,5800 RIDGE AVE,PHILADELPHIA,PA,19128
390307,EDGEWOOD SURGICAL HOSPITAL,Acute Care Hospitals,Physician,No,Not Available,4038,239 EDGEWOOD DRIVE EXTENSION,TRANSFER,PA,16154
390316,SURGICAL INSTITUTE OF READING,Acute Care Hospitals,Physician,No,Not Available,4039,2752 CENTURY BOULEVARD,WYOMISSING,PA,19610
390322,ROTHMAN ORTHOPAEDIC SPECIALTY HOSPITAL,Acute Care Hospitals,Proprietary,No,Not Available,4040,3300 TILLMAN DRIVE,BENSALEM,PA,19020
390323,ADVANCED SURGICAL HOSPITAL,Acute Care Hospitals,Physician,No,Not Available,4041,100 TRICH DRIVE,WASHINGTON,PA,15301
390324,PHYSICIANS CARE SURGICAL HOSPITAL,Acute Care Hospitals,Physician,No,Not Available,4042,454 ENTERPRISE DRIVE,ROYERSFORD,PA,19468
390325,OSS ORTHOPAEDIC HOSPITAL,Acute Care Hospitals,Proprietary,No,Not Available,4043,1861 POWDER MILL RD,YORK,PA,17402
390326,ST LUKE'S HOSPITAL - ANDERSON CAMPUS,Acute Care Hospitals,Voluntary non-profit - Private,No,5,4044,1872 ST LUKE'S BLVD,EASTON,PA,18045
390327,WELLSPAN SURGERY AND REHABILITATION HOSPITAL,Acute Care Hospitals,Voluntary non-profit - Private,No,Not Available,4045,55 MONUMENT ROAD,YORK,PA,17403
390328,UPMC EAST,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,4046,2775 MOSSIDE BOULEVARD,MONROEVILLE,PA,15146
390329,JEFFERSON EINSTEIN MONTGOMERY HOSPITAL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,4047,559 WEST GERMANTOWN PIKE,EAST NORRITON,PA,19403
390330,ST LUKE'S HOSPITAL - MONROE CAMPUS,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,4048,100 ST LUKE'S LANE,STROUDSBURG,PA,18360
390331,WILLS EYE HOSPITAL,Acute Care Hospitals,Voluntary non-profit - Private,No,Not Available,4049,840 WALNUT STREET,PHILADELPHIA,PA,19107
390332,GEISINGER ST. LUKE'S  HOSPITAL,Acute Care Hospitals,Voluntary non-profit - Private,No,5,4050,100 PARAMOUNT BOULEVARD,ORWIGSBGURG,PA,17961
390333,"AHN EMERUS WESTMORELAND, LLC",Acute Care Hospitals,Proprietary,Yes,Not Available,4051,6321 ROUTE 30,GREENSBURG,PA,15601
390334,AHN WEXFORD HOSPITAL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,4052,12351 PERRY HIGHWAY,WEXFORD,PA,15090
390335,ST LUKE'S HOSPITAL - CARBON CAMPUS,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,4053,500 ST LUKE'S DRIVE,LEHIGHTON,PA,18235
390336,PENN STATE HEALTH HAMPDEN MEDICAL CENTER,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Not Available,4054,2200 GOOD HOPE ROAD,ENOLA,PA,17025
390337,GEISINGER MEDICAL CENTER MUNCY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Not Available,4055,255 ROUTE 220 HIGHWAY,MUNCY,PA,17756
390338,LEHIGH VALLEY HOSPITAL - DICKSON CITY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Not Available,4056,330 MAIN STREET,DICKSON CITY,PA,18519
390339,PENN STATE HEALTH LANCASTER MEDICAL CENTER,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Not Available,4057,2160 STATE ROAD,LANCASTER,PA,17601
390430,LEHIGH VALLEY HOSPITAL - MACUNGIE,Acute Care Hospitals,Proprietary,Yes,Not Available,4058,3369 STATE ROUTE 100,MACUNGIE,PA,18062
391300,GEISINGER JERSEY SHORE HOSPITAL,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,4059,1020 THOMPSON STREET,JERSEY SHORE,PA,17740
391301,UPMC MUNCY,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,4060,215 EAST WATER STREET,MUNCY,PA,17756
391302,CONEMAUGH MEYERSDALE MEDICAL CENTER,Critical Access Hospitals,Proprietary,Yes,Not Available,4061,200 HOSPITAL DRIVE,MEYERSDALE,PA,15552
391303,FULTON COUNTY MEDICAL CENTER,Critical Access Hospitals,Voluntary non-profit - Private,Yes,4,4062,214 PEACH ORCHARD ROAD,MCCONNELLSBURG,PA,17233
391304,BUCKTAIL MEDICAL CENTER,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,4063,1001 PINE STREET,RENOVO,PA,17764
391305,TROY COMMUNITY HOSPITAL,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,4064,275 GUTHRIE DRIVE,TROY,PA,16947
391306,ENDLESS MOUNTAINS HEALTH SYSTEMS,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,4065,100 HOSPITAL DRIVE,MONTROSE,PA,18801
391307,PENN HIGHLANDS TYRONE,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,4066,187 HOSPITAL DRIVE,TYRONE,PA,16686
391308,LECOM HEALTH CORRY MEMORIAL HOSPITAL,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Not Available,4067,965 SHAMROCK LANE,CORRY,PA,16407
391309,BARNES-KASSON COUNTY HOSPITAL,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,4068,2872 TURNPIKE STREET,SUSQUEHANNA,PA,18847
391312,PENN HIGHLANDS BROOKVILLE,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,4069,100 HOSPITAL ROAD,BROOKVILLE,PA,15825
391313,UPMC COLE,Critical Access Hospitals,Voluntary non-profit - Private,Yes,2,4070,1001 EAST SECOND STREET,COUDERSPORT,PA,16915
391314,TITUSVILLE AREA HOSPITAL,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,4071,406 WEST OAK STREET,TITUSVILLE,PA,16354
391315,PENN HIGHLANDS ELK,Critical Access Hospitals,Voluntary non-profit - Private,Yes,4,4072,763 JOHNSONBURG ROAD,SAINT MARYS,PA,15857
391316,UPMC WELLSBORO,Critical Access Hospitals,Voluntary non-profit - Private,Yes,4,4073,32-36 CENTRAL AVENUE,WELLSBORO,PA,16901
391317,CONEMAUGH MINERS MEDICAL CENTER,Critical Access Hospitals,Proprietary,Yes,Not Available,4074,290 HAIDA AVENUE,HASTINGS,PA,16646
393302,UPMC CHILDREN'S HOSPITAL OF PITTSBURGH,Childrens,Voluntary non-profit - Other,Yes,Not Available,4075,ONE CHILDREN'S HOSPITAL DRIVE,PITTSBURGH,PA,15224
393303,CHILDREN'S HOSPITAL OF PHILADELPHIA,Childrens,Voluntary non-profit - Private,Yes,Not Available,4076,3401 CIVIC CENTER BLVD,PHILADELPHIA,PA,19104
393304,CHILDREN'S HOME OF PITTSBURGH,Childrens,Voluntary non-profit - Private,No,Not Available,4077,5324 PENN AVENUE,PITTSBURGH,PA,15224
393307,ST CHRISTOPHER'S HOSPITAL FOR CHILDREN,Childrens,Proprietary,Yes,Not Available,4078,160 EAST ERIE AVE,PHILADELPHIA,PA,19134
393309,SHRINERS HOSPITALS FOR CHILDREN - PHILADELPHIA,Childrens,Voluntary non-profit - Other,No,Not Available,4079,3551 N BROAD STREET,PHILADELPHIA,PA,19104
394001,NORRISTOWN STATE HOSPITAL,Psychiatric,Government - State,No,Not Available,4080,1001 STERIGERE STREET,NORRISTOWN,PA,19401
394004,DANVILLE STATE HOSPITAL,Psychiatric,Government - State,No,Not Available,4081,50 KIRKBRIDE DRIVE,DANVILLE,PA,17821
394008,FRIENDS HOSPITAL,Psychiatric,Proprietary,No,Not Available,4082,4641 ROOSEVELT BOULEVARD,PHILADELPHIA,PA,19124
394012,CLARKS SUMMIT STATE HOSPITAL,Psychiatric,Government - State,No,Not Available,4083,1451 HILLSIDE DRIVE,CLARKS SUMMIT,PA,18411
394014,WERNERSVILLE STATE HOSPITAL,Psychiatric,Government - State,No,Not Available,4084,160 MAIN STREET,WERNERSVILLE,PA,19565
394016,WARREN STATE HOSPITAL,Psychiatric,Government - State,No,Not Available,4085,33 MAIN DRIVE,NORTH WARREN,PA,16365
394020,WELLSPAN PHILHAVEN HOSPITAL,Psychiatric,Voluntary non-profit - Church,No,Not Available,4086,283 SOUTH BUTLER ROAD,MT GRETNA,PA,17064
394023,BELMONT BEHAVIORAL HOSPITAL,Psychiatric,Voluntary non-profit - Private,No,Not Available,4087,4200 MONUMENT AVENUE,PHILADELPHIA,PA,19131
394026,TORRANCE STATE HOSPITAL,Psychiatric,Government - State,No,Not Available,4088,121 LONGVIEW DRIVE,TORRANCE,PA,15779
394027,FAIRMOUNT BEHAVIORAL HEALTH SYSTEM,Psychiatric,Proprietary,No,Not Available,4089,561 FAIRTHORNE AVENUE,PHILADELPHIA,PA,19128
394033,MONTGOMERY COUNTY EMERGENCY SERVICE,Psychiatric,Voluntary non-profit - Private,No,Not Available,4090,50 BEECH DRIVE,NORRISTOWN,PA,19403
394034,HORSHAM CLINIC,Psychiatric,Proprietary,Yes,Not Available,4091,722 EAST BUTLER PIKE,AMBLER,PA,19002
394038,FOUNDATIONS BEHAVIORAL HEALTH,Psychiatric,Voluntary non-profit - Private,No,Not Available,4092,833 EAST BUTLER AVE,DOYLESTOWN,PA,18901
394040,MEADOWS PSYCHIATRIC CENTER,Psychiatric,Proprietary,Yes,Not Available,4093,132 MEADOWS DRIVE,CENTRE HALL,PA,16828
394043,CLARION PSYCHIATRIC CENTER,Psychiatric,Proprietary,Yes,Not Available,4094,TWO HOSPITAL DR RD#3 BOX 188,CLARION,PA,16214
394049,BROOKE GLEN BEHAVIORAL HOSPITAL,Psychiatric,Voluntary non-profit - Private,No,Not Available,4095,7170 LAFAYETTE AVENUE,FORT WASHINGTON,PA,19034
394050,ROXBURY TREATMENT CENTER,Psychiatric,Proprietary,No,Not Available,4096,601 ROXBURY ROAD,SHIPPENSBURG,PA,17257
394051,PENNSYLVANIA PSYCHIATRIC INSTITUTE,Psychiatric,Proprietary,Yes,Not Available,4097,2501 NORTH THIRD STREET,HARRISBURG,PA,17110
394052,HAVEN BEHAVIORAL HOSPITAL OF EASTERN PENNSYLVANIA,Psychiatric,Proprietary,No,Not Available,4098,145 NORTH 6TH STREET,READING,PA,19601
394053,HAVEN BEHAVIORAL HOSPITAL OF PHILADELPHIA,Psychiatric,Proprietary,No,Not Available,4099,"3301 SCOTTS LANE, FOUR FALLS BUILDING",PHILADELPHIA,PA,19129
394054,EAST END BEHAVIORAL HEALTH HOSPITAL,Psychiatric,Proprietary,No,Not Available,4100,225 PENN AVENUE SECOND FLOOR,PITTSBURGH,PA,15221
394055,LANCASTER BEHAVIORAL HEALTH HOSPITAL,Psychiatric,Voluntary non-profit - Other,No,Not Available,4101,333 HARRISBURG AVENUE,LANCASTER,PA,17603
394056,TOWER BEHAVIORAL HEALTH,Psychiatric,Proprietary,No,Not Available,4102,201 WELLNESS WAY,READING,PA,19605
394057,MALVERN BEHAVIORAL HEALTH,Psychiatric,Voluntary non-profit - Other,No,Not Available,4103,1930 SOUTH BROAD STREET,PHILADELPHIA,PA,19145
394058,BERWICK HOSPITAL CENTER,Psychiatric,Proprietary,No,Not Available,4104,701 EAST 16TH STREET,BERWICK,PA,18603
394059,GEISINGER BEHAVIORAL HEALTH CENTER NORTHEAST,Psychiatric,Proprietary,No,Not Available,4105,60 GLENMAURA NATIONAL BOULEVARD,MOOSIC,PA,18507
400001,PRESBYTERIAN COMMUNITY HOSP,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Not Available,4106,1451 ASHFORD AVENUE,SAN JUAN,PR,907
400003,HOSPITAL METROPOLITANO DR PILA,Acute Care Hospitals,Proprietary,Yes,Not Available,4107,2435  BOULEVARD LUIS A FERRE,PONCE,PR,717
400004,"ASOCIACION HOSPITAL DEL MAESTRO, INC",Acute Care Hospitals,Voluntary non-profit - Private,Yes,Not Available,4108,SERGIO CUEVAS BUSTAMANTE STREET 550,SAN JUAN,PR,936
400005,HOPE MEDICAL CENTER,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Not Available,4109,3 CALLE FONT MARTELO E,HUMACAO,PR,791
400006,DOCTOR'S CENTER DE SAN JUAN,Acute Care Hospitals,Proprietary,Yes,Not Available,4110,PDA. 20 C/ SAN RAFAEL # 1395,SANTURCE,PR,909
400007,RYDER MEMORIAL HOSPITAL INC,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Not Available,4111,355 AVE FONT MARTELO,HUMACAO,PR,791
400010,HOSPITAL GENERAL DE CASTANER,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Not Available,4112,CARR 135 KM 64 2,CASTANER,PR,631
400011,"HOSPITAL MENONITA HUMACAO, INC",Acute Care Hospitals,Proprietary,Yes,Not Available,4113,300  AVE FONT MARTELLO,HUMACAO,PR,792
400012,HOSPITAL ONCOLOGICO DR ISAAC GONZALEZ MARTINEZ,Acute Care Hospitals,Voluntary non-profit - Private,No,Not Available,4114,BO. MONACILLOS CARR 22 CENTRO MEDICO DE PUERTO RIC,SAN JUAN,PR,935
400013,HOSPITAL MENONITA DE CAYEY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Not Available,4115,BO. RINCON SECTOR LAS LOMAS  KM.3.1 CARR 14,CAYEY,PR,737
400014,BELLA VISTA HOSPITAL,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Not Available,4116,CARR 349 KM 2 7 CERRO LAS MESAS,MAYAGUEZ,PR,681
400015,SAN JUAN MUNICIPAL HOSPITAL,Acute Care Hospitals,Government - Local,Yes,Not Available,4117,"BARRIO MONACILLOS,CENTRO MEDICO",RIO PIEDRAS,PR,936
400016,AUXILIO MUTUO HOSPITAL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,4118,PONCE DE LEON AVENUE  735 STOP 37 1/2,SAN JUAN,PR,918
400018,HOSPITAL MENONITA DE AIBONITO,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Not Available,4119,CALLE JOSE C VASQUEZ BO. CAONILLAS,AIBONITO,PR,705
400019,HOSPITAL PAVIA SANTURCE,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Not Available,4120,STREET PROFESOR AUGUSTO RODRIGUEZ #1462,SAN JUAN,PR,910
400021,HOSPITAL DE LA CONCEPCION,Acute Care Hospitals,Voluntary non-profit - Church,Yes,2,4121,ROAD NUMBER 2 KM 173.4 CAIN ALTO,SAN GERMAN,PR,683
400022,HOSPITAL DAMAS INC,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,4122,PONCE BY PASS #2213,PONCE,PR,717
400032,BAYAMON MEDICAL CENTER,Acute Care Hospitals,Proprietary,Yes,Not Available,4123,CARRETERA #2 KM 11 7,BAYAMON,PR,960
40003F,SAN JUAN VA MEDICAL CENTER,Acute Care - Veterans Administration,Veterans Health Administration,Yes,1,4124,10 CALLE CASIA,SAN JUAN,PR,921
400044,HOSPITAL EPISCOPAL SAN LUCAS II,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Not Available,4125,917 AVE TITO CASTRO,PONCE,PR,716
400048,HOSPITAL MENONITA GUAYAMA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Not Available,4126,AVE. PEDRO ALBIZU CAMPOS URB. LA HACIENDA,GUAYAMA,PR,785
400061,HOSPITAL UNIVERSITARIO DE ADULTO,Acute Care Hospitals,Government - State,Yes,Not Available,4127,BARRIO MONACILLOS CENTROMEDICO,RIO PIEDRAS,PR,927
400079,HOSPITAL  COMUNITARIO BUEN SAMARITANO INC,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Not Available,4128,CARR EST PR 460 KM 0 2 BO CAIMITAL BAJO,AGUADILLA,PR,603
400087,HOSPITAL PAVIA ARECIBO,Acute Care Hospitals,Proprietary,Yes,Not Available,4129,CARRETERA 129 KM.1 AVENIDA SAN LUIS,ARECIBO,PR,612
400098,HOSPITAL SAN FRANCISCO,Acute Care Hospitals,Proprietary,No,Not Available,4130,371 DE DIEGO AVE,SAN JUAN,PR,923
400102,DOCTORS' CENTER BAYAMON,Acute Care Hospitals,Proprietary,Yes,Not Available,4131,CALLE  J 9 EXTENSION  HERMANAS DAVILA,BAYAMON,PR,960
400103,MAYAGUEZ MEDICAL CENTER DR RAMON EMETERIO BETANCES,Acute Care Hospitals,Proprietary,Yes,Not Available,4132,CARR 2 BO SABALOS,MAYAGUEZ,PR,682
400104,HOSPITAL MENONITA CAGUAS INC,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Not Available,4133,CARR 172  EXIT 21 URB TURABO GARDENS,CAGUAS,PR,725
400105,HOSPITAL UNIVERSITARIO DR RUIZ ARNAU,Acute Care Hospitals,Government - State,Yes,Not Available,4134,LAUREL AVE SANTA JUANITA #100,BAYAMON,PR,956
400106,METROPOLITAN HOSPITAL,Acute Care Hospitals,Proprietary,Yes,Not Available,4135,CARRETERA 21 1785 URB LAS LOMAS,SAN JUAN,PR,915
400109,HIMA SAN PABLO BAYAMON,Acute Care Hospitals,Proprietary,Yes,1,4136,70 CALLE SANTA CRUZ,BAYAMON,PR,961
400110,HOSPITAL PAVIA YAUCO,Acute Care Hospitals,Proprietary,Yes,Not Available,4137,ROAD 128 KM 1.0,YAUCO,PR,698
400111,HOSPITAL SAN CARLOS BORROMEO,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Not Available,4138,CALLE CONCEPCION VERA AYALA #550 S,MOCA,PR,676
400112,"HOSPITAL UPR, DR  FEDERICO TRILLA",Acute Care Hospitals,Voluntary non-profit - Private,Yes,Not Available,4139,CARR 3 KM 8  3 AVE 65TH INFANTERIA       BOX 6021,CAROLINA,PR,984
400113,HOSPITAL MENONITA PONCE,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Not Available,4140,CARR PR 506 KM 1 0 BO COTO LAUREL,PONCE,PR,780
